file_name,label
videos/run/The_House_on_Haunted_Hill_run_f_cm_np1_le_med_12.avi,run
videos/run/CastAway1_run_f_cm_np1_ri_med_2.avi,run
videos/jump/RATRACE_jump_f_cm_np1_fr_bad_40.avi,jump
videos/jump/Documentario_Le_Parkour_Londrina_jump_f_nm_np1_ri_bad_4.avi,jump
videos/walk/Oceans11_walk_f_cm_np1_fr_med_6.avi,walk
videos/clap/Kurt_Kr_mer_-_Klatschen_im_Flugzeug_clap_u_cm_np1_fr_med_1.avi,clap
videos/run/The_Fugitive_2_run_f_cm_np1_fr_med_1.avi,run
videos/clap/Wendy_playing_wii_fit_with_clapping_hands_clap_f_cm_np1_le_med_0.avi,clap
videos/jump/Goalkeeper_Felix_Schwake_jump_f_cm_np1_ri_bad_0.avi,jump
videos/wave/50_FIRST_DATES_wave_u_cm_np1_fr_med_36.avi,wave
videos/clap/Budam_-_Clap_Hands_clap_u_nm_np1_fr_med_2.avi,clap
videos/walk/TheLastManOnearth_walk_f_cm_np1_ba_med_25.avi,walk
videos/wave/UNREPEATABLE_wave_f_nm_np1_fr_med_5.avi,wave
videos/walk/NOVA_ELEGANTUNIVERSE2_walk_f_nm_np1_ba_med_0.avi,walk
videos/jump/Gregoire_Airman_showreel_2008_jump_f_cm_np1_ba_bad_1.avi,jump
videos/run/Crash_run_l_cm_np1_fr_med_21.avi,run
videos/wave/Chris_Benoit_waving_goodbye_wave_u_nm_np1_fr_med_1.avi,wave
videos/clap/Glory_clap_h_nm_np1_fr_med_52.avi,clap
videos/clap/Faith_Rewarded_clap_u_nm_np1_fr_goo_87.avi,clap
videos/wave/Poldi_beim_Spiel_Deutschland_Schweden_16_8_wave_u_cm_np1_ri_med_0.avi,wave
videos/run/TheBoondockSaints_run_u_nm_np1_ba_bad_93.avi,run
videos/wave/CharlieAndTheChocolateFactory_wave_u_nm_np2_fr_goo_18.avi,wave
videos/run/RETURN_OF_THE_KING_run_f_cm_np1_ri_bad_6.avi,run
videos/wave/BLACK_HAWK_DOWN_wave_u_nm_np1_ba_goo_19.avi,wave
videos/walk/happy_go_lovely_walk_u_cm_np1_ri_med_7.avi,walk
videos/clap/_Boom_Snap_Clap__challenge_clap_u_nm_np1_fr_med_0.avi,clap
videos/clap/A_Round_of_Applause_clap_u_cm_np1_fr_med_0.avi,clap
videos/jump/KUNG_FU_HUSTLE_jump_f_cm_np1_fr_bad_55.avi,jump
videos/walk/prelinger_they_grow_up_so_fast_1_walk_f_cm_np1_le_med_3.avi,walk
videos/clap/Glory_clap_u_nm_np2_fr_goo_51.avi,clap
videos/wave/A_Beautiful_Mind_2_wave_u_cm_np1_ri_med_3.avi,wave
videos/walk/TheBoondockSaints_walk_u_cm_np1_fr_bad_92.avi,walk
videos/jump/Fellowship_5_jump_f_nm_np1_fr_bad_10.avi,jump
videos/walk/AMADEUS_walk_u_nm_np1_le_med_12.avi,walk
videos/run/TheLastManOnearth_run_f_cm_np1_ba_med_45.avi,run
videos/wave/L_cheln_Und_Winken_wave_h_cm_np1_fr_med_0.avi,wave
videos/wave/CastAway1_wave_u_cm_np1_ri_med_4.avi,wave
videos/clap/Applauding_Abby_clap_u_nm_np1_fr_med_0.avi,clap
videos/jump/Arrasando_no_Le_Parkour_jump_f_cm_np1_ri_bad_1.avi,jump
videos/run/AmericanGangster_run_u_nm_np1_ba_med_66.avi,run
videos/run/MeettheFockers_run_u_nm_np1_fr_med_13.avi,run
videos/walk/SchoolRulesHowTheyHelpUs_walk_f_cm_np1_fr_med_2.avi,walk
videos/clap/My_Lil__Man_clapping_his_Hands_clap_u_nm_np1_fr_med_1.avi,clap
videos/jump/Fellowship_7_jump_f_cm_np1_fr_bad_1.avi,jump
videos/clap/NotAnotherTeenMovieslowclap_clap_u_cm_np1_fr_med_1.avi,clap
videos/walk/50_FIRST_DATES_walk_f_cm_np1_le_med_33.avi,walk
videos/wave/Newall_Green_High_Students_Waving_Goodbye_wave_u_cm_np1_fr_bad_2.avi,wave
videos/jump/Arrasando_no_Le_Parkour_jump_f_nm_np1_le_med_2.avi,jump
videos/jump/KUNG_FU_HUSTLE_jump_f_cm_np1_fr_bad_16.avi,jump
videos/run/nameunknown256kb_run_f_cm_np1_fr_med_3.avi,run
videos/walk/TheBoondockSaints_walk_u_cm_np1_ri_med_26.avi,walk
videos/jump/Arrasando_no_Le_Parkour_jump_f_cm_np1_le_bad_0.avi,jump
videos/run/TrumanShow_run_f_nm_np1_ba_med_19.avi,run
videos/wave/BIG_FISH_wave_u_nm_np1_fr_goo_10.avi,wave
videos/walk/TheLastManOnearth_walk_f_nm_np1_ba_med_26.avi,walk
videos/run/Two_Towers_1_run_f_cm_np2_fr_med_4.avi,run
videos/wave/_I_ll_Just_Wave_My_Hand__sung_by_Cornerstone_Male_Choir_wave_u_cm_np1_fr_med_0.avi,wave
videos/clap/boom-snap-clap_clap_u_nm_np1_fr_med_0.avi,clap
videos/clap/Clap_Hands_clap_u_nm_np1_fr_med_1.avi,clap
videos/walk/TheBoondockSaints_walk_u_cm_np1_fr_bad_119.avi,walk
videos/jump/Sam_Cooksey_Goalkeeper_Training_jump_f_cm_np1_le_bad_8.avi,jump
videos/walk/The_House_on_Haunted_Hill_walk_f_cm_np1_fr_med_18.avi,walk
videos/wave/BIG_FISH_wave_u_nm_np1_le_goo_28.avi,wave
videos/wave/Abschieds-winken_!!!!!!_Gruss_Guido_wave_u_cm_np1_fr_bad_0.avi,wave
videos/clap/#20_Rhythm_clap_u_nm_np1_le_goo_3.avi,clap
videos/wave/Wie_man_winkt!!_wave_u_cm_np1_fr_med_0.avi,wave
videos/walk/20060723sfjffcookies_walk_u_nm_np1_fr_med_0.avi,walk
videos/walk/BRIDGETOTERABITHIA_walk_u_nm_np1_fr_med_5.avi,walk
videos/jump/prelinger_ControlY1950_jump_f_nm_np1_fr_bad_7.avi,jump
videos/run/Fellowship_7_run_f_cm_np1_ri_med_15.avi,run
videos/wave/_I_ll_Just_Wave_My_Hand__sung_by_Cornerstone_Male_Choir_wave_u_cm_np1_fr_med_2.avi,wave
videos/jump/IamLegend_jump_f_cm_np1_ba_bad_12.avi,jump
videos/wave/50_FIRST_DATES_wave_f_cm_np1_fr_med_0.avi,wave
videos/jump/A_Beautiful_Mind_1_jump_f_cm_np1_ba_bad_3.avi,jump
videos/wave/winKen_wave_u_cm_np1_ba_bad_0.avi,wave
videos/wave/AmericanGangster_wave_u_cm_np1_fr_med_57.avi,wave
videos/jump/happy_go_lovely_jump_f_cm_np1_fr_bad_20.avi,jump
videos/run/THE_PROTECTOR_run_f_cm_np1_ba_med_35.avi,run
videos/jump/Goalkeeper_Felix_Schwake_jump_f_cm_np1_le_bad_5.avi,jump
videos/run/THE_PROTECTOR_run_f_cm_np1_le_med_15.avi,run
videos/run/TheLastManOnearth_run_f_nm_np1_fr_med_42.avi,run
videos/run/THE_PROTECTOR_run_f_cm_np1_ba_med_44.avi,run
videos/clap/Budam_-_Clap_Hands_clap_u_nm_np1_fr_med_1.avi,clap
videos/wave/likebeckam_wave_u_cm_np1_le_med_20.avi,wave
videos/wave/Glory_wave_u_nm_np6_fr_med_33.avi,wave
videos/walk/NOVA_ELEGANTUNIVERSE2_walk_u_nm_np1_ri_med_3.avi,walk
videos/run/RETURN_OF_THE_KING_run_u_cm_np1_fr_bad_46.avi,run
videos/jump/THE_PROTECTOR_jump_f_cm_np1_ba_bad_30.avi,jump
videos/wave/Crash_wave_u_cm_np1_ba_med_13.avi,wave
videos/walk/ThePerfectScore_walk_u_nm_np1_fr_med_9.avi,walk
videos/walk/TheBoondockSaints_walk_u_cm_np2_le_med_17.avi,walk
videos/walk/OldSchool_walk_f_nm_np1_ri_med_0.avi,walk
videos/jump/Documentario_Le_Parkour_Londrina_jump_f_nm_np1_ba_bad_1.avi,jump
videos/clap/Baby_Bob_kann_klatschen_!_clap_u_cm_np1_fr_med_1.avi,clap
videos/jump/Sam_Cooksey_Goalkeeper_Training_jump_f_cm_np1_ri_bad_7.avi,jump
videos/run/50_FIRST_DATES_run_f_cm_np1_ba_med_12.avi,run
videos/run/TrumanShow_run_f_nm_np1_ba_med_21.avi,run
videos/walk/The_Matrix_Revolutions_6_walk_f_nm_np5_ba_med_8.avi,walk
videos/wave/EVOLUTION_wave_u_cm_np1_fr_med_4.avi,wave
videos/walk/TheLastManOnearth_walk_f_nm_np1_fr_med_53.avi,walk
videos/jump/THE_PROTECTOR_jump_f_nm_np1_ba_bad_64.avi,jump
videos/clap/Boom_Snap_Clap_clap_u_nm_np1_fr_med_1.avi,clap
videos/run/50_FIRST_DATES_run_f_cm_np1_ri_med_21.avi,run
videos/clap/Budam_-_Clap_Hands_clap_u_nm_np1_fr_med_0.avi,clap
videos/jump/Arrasando_no_Le_Parkour_jump_f_nm_np1_ri_med_3.avi,jump
videos/run/TrumanShow_run_f_cm_np1_ba_med_13.avi,run
videos/walk/BLACK_HAWK_DOWN_walk_f_nm_np1_le_med_7.avi,walk
videos/clap/slowclap_clap_u_nm_np1_fr_goo_0.avi,clap
videos/clap/boom_snap_clap_(challenge)_clap_u_nm_np1_fr_med_0.avi,clap
videos/jump/Documentario_Le_Parkour_Londrina_jump_f_nm_np1_le_bad_8.avi,jump
videos/jump/prelinger_ControlY1950_jump_f_nm_np1_fr_med_12.avi,jump
videos/jump/Sommerland_Syd_sprung_in_den_tod_jump_f_cm_np1_fr_bad_0.avi,jump
videos/clap/Baby_Bob_kann_klatschen_!_clap_u_cm_np1_fr_med_0.avi,clap
videos/walk/Prelinger_FamilyLi1949_walk_u_cm_np1_le_med_6.avi,walk
videos/wave/Maya_beim_Winken_wave_f_cm_np1_fr_med_0.avi,wave
videos/walk/OldSchool_walk_f_cm_np1_le_med_1.avi,walk
videos/walk/TheBoondockSaints_walk_f_cm_np1_ba_med_23.avi,walk
videos/jump/New_polish_best_goalkeeper_-_FC_Barcelona_jump_f_cm_np1_le_bad_0.avi,jump
videos/run/SweeneyTodd_run_f_nm_np1_ba_bad_32.avi,run
videos/clap/#20_Rhythm_clap_u_nm_np1_fr_goo_0.avi,clap
videos/jump/Goalkeeper_Felix_Schwake_jump_f_cm_np1_le_bad_6.avi,jump
videos/clap/Faith_Rewarded_clap_u_cm_np1_fr_med_43.avi,clap
videos/walk/A_Beautiful_Mind_6_walk_u_cm_np1_fr_med_1.avi,walk
videos/clap/#20_Rhythm_clap_u_nm_np1_le_goo_4.avi,clap
videos/run/APOCALYPTO_run_u_nm_np1_fr_med_3.avi,run
videos/wave/RATRACE_wave_u_nm_np1_fr_med_9.avi,wave
videos/walk/TheLastManOnearth_walk_f_cm_np1_ri_med_2.avi,walk
videos/walk/THE_PROTECTOR_walk_f_nm_np1_ri_med_60.avi,walk
videos/run/EVOLUTION_run_f_nm_np2_fr_med_25.avi,run
videos/walk/TheBoondockSaints_walk_f_nm_np2_fr_med_54.avi,walk
videos/walk/AgriculturalAviation_walk_f_nm_np1_le_med_1.avi,walk
videos/walk/TheLastManOnearth_walk_f_cm_np1_fr_med_36.avi,walk
videos/clap/Boom_Snap_Clap_clap_u_nm_np1_fr_med_0.avi,clap
videos/walk/happy_go_lovely_walk_f_nm_np1_fr_med_18.avi,walk
videos/wave/BIG_FISH_wave_u_nm_np1_fr_goo_9.avi,wave
videos/clap/Deutscher_Klatsch_-_The_Clap_-_Lexy_clap_f_cm_np3_fr_med_8.avi,clap
videos/jump/Documentario_Le_Parkour_Londrina_jump_f_nm_np1_ri_bad_7.avi,jump
videos/wave/RATRACE_wave_f_nm_np1_fr_med_21.avi,wave
videos/jump/RushHour2_jump_h_nm_np1_ba_bad_8.avi,jump
videos/walk/The_House_on_Haunted_Hill_walk_u_cm_np1_fr_med_14.avi,walk
videos/wave/Song_I_Can_Wave_My_Hands_-_Cullen_s_Abc_s_wave_u_cm_np1_fr_med_1.avi,wave
videos/wave/21_wave_u_nm_np1_fr_goo_5.avi,wave
videos/wave/Newall_Green_High_Students_Waving_Goodbye_wave_u_cm_np3_fr_med_1.avi,wave
videos/clap/NotAnotherTeenMovieslowclap_clap_u_cm_np5_fr_med_3.avi,clap
videos/wave/wave_and_say_hi_wave_u_nm_np1_fr_med_0.avi,wave
videos/walk/The_House_on_Haunted_Hill_walk_f_nm_np1_fr_med_20.avi,walk
videos/walk/50_FIRST_DATES_walk_u_nm_np1_ba_med_27.avi,walk
videos/run/20060723sfjffangelina_run_f_nm_np1_ri_med_2.avi,run
videos/jump/Le_Parkour_TVCA_esporte_jump_f_cm_np1_fr_bad_1.avi,jump
videos/jump/Sam_Cooksey_Goalkeeper_Training_jump_f_cm_np1_ri_bad_5.avi,jump
videos/clap/Flamenco_Dance_Steps_-_Flamenco_Dance_Soft_Claps_clap_u_cm_np1_fr_goo_2.avi,clap
videos/jump/KUNG_FU_HUSTLE_jump_f_nm_np1_fr_bad_38.avi,jump
videos/clap/Faith_Rewarded_clap_u_cm_np1_ri_goo_1.avi,clap
videos/walk/Man_Who_Cheated_Himself_512kb_walk_f_nm_np1_fr_bad_14.avi,walk
videos/walk/CharlieAndTheChocolateFactory_walk_f_nm_np1_le_med_27.avi,walk
videos/jump/prelinger_ControlY1950_jump_f_nm_np1_fr_bad_13.avi,jump
videos/clap/Kurt_Kr_mer_-_Klatschen_im_Flugzeug_clap_u_cm_np1_ri_bad_3.avi,clap
videos/run/THE_PROTECTOR_run_u_cm_np1_le_med_1.avi,run
videos/run/TheBoondockSaints_run_f_cm_np3_fr_bad_128.avi,run
videos/jump/HeavyHouse_jump_h_cm_np1_fr_bad_0.avi,jump
videos/clap/Hand_Clapping_Game__Bim_Bum__clap_f_nm_np2_fr_med_1.avi,clap
videos/clap/Deutscher_Klatsch_-_The_Clap_-_Lexy_clap_f_cm_np2_ba_med_2.avi,clap
videos/run/THE_PROTECTOR_run_f_cm_np1_ba_med_13.avi,run
videos/walk/likebeckam_walk_f_cm_np1_ri_med_31.avi,walk
videos/run/Fellowship_7_run_f_cm_np1_fr_med_4.avi,run
videos/run/Return_of_the_King_4_run_f_cm_np1_ri_med_5.avi,run
videos/run/RATRACE_run_f_cm_np1_ba_med_14.avi,run
videos/wave/50_FIRST_DATES_wave_u_cm_np1_fr_goo_30.avi,wave
videos/clap/Kurt_Kr_mer_-_Klatschen_im_Flugzeug_clap_u_cm_np1_ri_bad_4.avi,clap
videos/jump/Gregoire_Airman_showreel_2008_jump_f_cm_np1_ri_bad_6.avi,jump
videos/run/metacafe_coolsoccer_run_f_cm_np10_le_bad_2.avi,run
videos/jump/Documentario_Le_Parkour_Londrina_jump_f_cm_np1_ri_bad_6.avi,jump
videos/walk/THE_PROTECTOR_walk_f_cm_np1_ba_med_27.avi,walk
videos/wave/RATRACE_wave_u_nm_np1_fr_med_27.avi,wave
videos/wave/prelinger_LetsBeGo1953_wave_u_cm_np10_ba_med_3.avi,wave
videos/clap/_Boom_Snap_Clap__challenge_clap_u_nm_np1_fr_med_1.avi,clap
videos/wave/IndianaJonesandTheTempleofDoom_wave_h_nm_np1_fr_med_2.avi,wave
videos/run/Faith_Rewarded_run_f_cm_np1_le_med_16.avi,run
videos/run/Hitch_Part_2_run_f_nm_np1_fr_med_11.avi,run
videos/run/AmericanGangster_run_f_cm_np1_le_med_18.avi,run
videos/run/TheLastManOnearth_run_f_nm_np1_ba_bad_40.avi,run
videos/jump/le_parkour_kl_jump_f_nm_np1_le_bad_3.avi,jump
videos/run/HP_PRISONER_OF_AZKABAN_run_f_cm_np1_ba_bad_36.avi,run
videos/wave/Abschieds-winken_!!!!!!_Gruss_Guido_wave_u_cm_np1_fr_bad_1.avi,wave
videos/wave/Song_I_Can_Wave_My_Hands_-_Cullen_s_Abc_s_wave_u_cm_np1_fr_med_0.avi,wave
videos/run/metacafe_coolsoccer_run_f_cm_np6_le_bad_8.avi,run
videos/clap/boom-snap-clap_clap_u_nm_np1_fr_med_1.avi,clap
videos/run/THE_PROTECTOR_run_u_cm_np1_fr_med_88.avi,run
videos/clap/Flamenco_Dance_Steps_-_Flamenco_Dance_Soft_Claps_clap_u_cm_np1_fr_goo_0.avi,clap
videos/jump/Sam_Cooksey_Goalkeeper_Training_jump_f_cm_np1_le_bad_10.avi,jump
videos/clap/Deutscher_Klatsch_-_The_Clap_-_Lexy_clap_u_cm_np1_fr_med_1.avi,clap
videos/jump/Gregoire_Airman_showreel_2008_jump_f_cm_np1_le_bad_0.avi,jump
videos/run/CharlieAndTheChocolateFactory_run_f_nm_np1_le_bad_16.avi,run
videos/walk/A_Beautiful_Mind_6_walk_f_cm_np1_ba_med_7.avi,walk
videos/jump/TheBoondockSaints_jump_u_cm_np1_ri_bad_127.avi,jump
videos/clap/Clap_Hands_clap_u_nm_np1_fr_med_0.avi,clap
videos/walk/TheBoondockSaints_walk_u_cm_np1_le_med_25.avi,walk
videos/jump/Documentario_Le_Parkour_Londrina_jump_f_cm_np1_ba_bad_12.avi,jump
videos/clap/Veoh_Alpha_Dog_1_clap_u_nm_np1_fr_goo_62.avi,clap
videos/jump/CharlieAndTheChocolateFactory_jump_f_nm_np1_fr_bad_5.avi,jump
videos/jump/BLACK_HAWK_DOWN_jump_f_cm_np1_ri_bad_9.avi,jump
videos/clap/boom_snap_clap_(challenge)_HARDCORE_VERSION!_clap_u_nm_np1_fr_bad_1.avi,clap
videos/clap/Flamenco_Dance_Steps_-_Flamenco_Dance_Soft_Claps_clap_u_cm_np1_fr_goo_1.avi,clap
videos/wave/veoh_harold_and_kumar_wave_u_nm_np1_fr_goo_5.avi,wave
videos/jump/Documentario_Le_Parkour_Londrina_jump_f_cm_np1_ri_bad_5.avi,jump
videos/walk/TrumanShow_walk_f_cm_np1_le_med_2.avi,walk
videos/wave/RATRACE_wave_f_nm_np1_fr_goo_37.avi,wave
videos/wave/Chris_Benoit_waving_goodbye_wave_u_nm_np1_fr_med_0.avi,wave
videos/clap/boom_snap_clap_(challenge)_HARDCORE_VERSION!_clap_u_nm_np1_fr_bad_0.avi,clap
videos/jump/Documentario_Le_Parkour_Londrina_jump_f_cm_np1_le_bad_11.avi,jump
videos/wave/KUNG_FU_HUSTLE_wave_f_nm_np1_fr_med_7.avi,wave
videos/walk/AgentCodyBanks_walk_u_cm_np1_fr_med_10.avi,walk
videos/clap/Deutscher_Klatsch_-_The_Clap_-_Lexy_clap_f_cm_np3_fr_med_9.avi,clap
videos/jump/Gregoire_Airman_showreel_2008_jump_f_cm_np1_ri_bad_5.avi,jump
videos/wave/RATRACE_wave_u_nm_np1_fr_med_34.avi,wave
videos/wave/RATRACE_wave_u_cm_np1_fr_med_6.avi,wave
videos/run/TheLastManOnearth_run_f_nm_np2_fr_med_49.avi,run
videos/run/TrumanShow_run_f_nm_np1_le_med_11.avi,run
videos/walk/20060723sfjffkillerskiss_walk_f_cm_np1_fr_med_1.avi,walk
videos/jump/likebeckam_jump_l_cm_np1_ri_bad_17.avi,jump
videos/walk/The_House_on_Haunted_Hill_walk_u_cm_np1_ri_med_6.avi,walk
videos/run/RATRACE_run_f_cm_np1_fr_med_16.avi,run
videos/clap/Deutscher_Klatsch_-_The_Clap_-_Lexy_clap_f_cm_np3_fr_med_4.avi,clap
videos/walk/Hitch_Part_2_walk_f_nm_np1_fr_med_6.avi,walk
videos/jump/Sam_Cooksey_Goalkeeper_Training_jump_f_cm_np1_ri_bad_1.avi,jump
videos/run/Two_Towers_1_run_u_cm_np2_fr_bad_6.avi,run
videos/run/The_Matrix_6_run_f_cm_np1_fr_med_2.avi,run
videos/clap/NotAnotherTeenMovieslowclap_clap_u_nm_np1_fr_med_0.avi,clap
videos/walk/50_FIRST_DATES_walk_f_cm_np1_ri_med_31.avi,walk
videos/clap/Ronin_Paintball_Club_-_MY-NPL_2009_Malacca_Prize_Giving_Ceremony_Part_2_clap_u_cm_np1_ba_med_0.avi,clap
videos/clap/boomsnapclap!_clap_u_nm_np1_fr_med_1.avi,clap
videos/clap/Song_I_Can_Wave_My_Hands_-_Cullen_s_Abc_s_clap_u_cm_np1_fr_med_4.avi,clap
videos/wave/RATRACE_wave_f_nm_np1_ri_med_10.avi,wave
videos/walk/The_Fugitive_3_walk_f_cm_np1_ba_bad_0.avi,walk
videos/clap/Applauding_Abby_clap_u_nm_np1_fr_med_1.avi,clap
videos/walk/20060723sfjffsomelikeitwarmed_walk_f_cm_np1_ba_med_0.avi,walk
videos/wave/We_Wave_-_Premiere_wave_f_cm_np2_fr_med_0.avi,wave
videos/jump/Return_of_the_King_12_jump_f_nm_np2_fr_bad_2.avi,jump
videos/run/RETURN_OF_THE_KING_run_f_nm_np1_ba_med_43.avi,run
videos/run/The_Fugitive_2_run_f_cm_np1_fr_med_20.avi,run
videos/run/20060723sfjffsomelikeitwarmed_run_f_nm_np1_fr_med_6.avi,run
videos/run/AmericanGangster_run_u_cm_np1_ri_med_65.avi,run
videos/walk/Juno_walk_f_cm_np1_fr_med_8.avi,walk
videos/jump/Fellowship_5_jump_f_nm_np1_ri_bad_11.avi,jump
videos/clap/Baby_Bob_kann_klatschen_!_clap_u_cm_np1_fr_med_2.avi,clap
videos/walk/TheLastManOnearth_walk_f_cm_np1_ba_med_27.avi,walk
